label,rq,country,n,dbar,dbar_norm,t_hln,p_hln,q_hln
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,NL,127,-0.01749986095958668,-0.11536972289594628,-2.2423278821892243,0.026688628903349,0.15428694647060526
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,PT,127,0.04610700795711382,0.062295498904789075,1.2696159047695645,0.20656138651181677,0.46712445684132026
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,AT,127,-0.02577338568048078,-0.14871391244510762,-2.116177039886094,0.036297249247485786,0.17688843148486616
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,BE,127,-0.015347481887207741,-0.07063806298926487,-2.0271012373931026,0.04476193592501465,0.20234847746924434
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,ES,127,-0.022944179133288712,-0.05773389979132075,-1.6288109066459675,0.10585081868431923,0.31556538939264894
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,FI,127,-0.016368530757640117,-0.09256487306059777,-2.01789479229178,0.04572600998490639,0.2033704530818877
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,FR,127,-0.00557356755643348,-0.02793889497174119,-0.6529287448526296,0.5149917948008513,0.7309560958463696
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,GR,127,-0.29212208071712253,-0.1654145417424249,-3.2089337713466186,0.0016898908368738752,0.03098133200935438
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,IE,127,-0.006325240458021168,-0.01532552031945635,-0.4313928081973419,0.6669199789370905,0.8187006554611506
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,IT,127,-0.051293847967421737,-0.07648499365821496,-1.686772824143367,0.09412141299579657,0.2916438149165528
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,NL,127,-0.01535569848402151,-0.10123410026322324,-1.9578041818955514,0.05246320562805229,0.2173757807348658
XM tirex2/ZS/cqr_static vs arma/L/dtaci_cqr,XM,PT,127,0.05164760867150963,0.06978144303841322,1.3794112543352124,0.17021131398104017,0.42877659247132255
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,AT,127,0.00398710880475138,0.023005846304002295,0.6108119032963957,0.5424243908807953,0.74438707229384
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,BE,127,-0.005653416276485804,-0.026020319031996916,-0.9036603057730253,0.36789999860566236,0.6290518110874019
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,ES,127,-0.01244783656334352,-0.0313221991770513,-1.1382354685308766,0.25718180952154523,0.536678330755144
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,FI,127,0.0002458420346150961,0.0013902491960974437,0.0652926680020787,0.9480444606330483,0.9807356489307396
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,FR,127,-0.0038866833541103094,-0.01948296794098412,-0.5800070960301484,0.5629455761868156,0.7571564271460407
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,GR,127,-0.21726533710768606,-0.12302680470423893,-3.463003199567581,0.0007303122537767326,0.025368741446981237
XM tirex2_cov/ZS/native vs lgbm/G/decay_ocp_cqr,XM,IE,127,-0.07124159199497838,-0.17261232564287854,-4.735602879680321,5.78302411757825e-06,0.0009541989794004113
